Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas505 pavarde505       8.56          7
vardas507 pavarde507        6.1          5
vardas509 pavarde509          7          7
vardas510 pavarde510          7          6
vardas511 pavarde511          9          7
vardas512 pavarde512        6.2          5
vardas513 pavarde513       6.44          6
vardas514 pavarde514       7.89          8
vardas515 pavarde515       9.18          9
vardas516 pavarde516       8.04          8
vardas517 pavarde517       6.61          4
vardas518 pavarde518       6.32          5
vardas519 pavarde519       6.86          6
vardas521 pavarde521       6.75          5
vardas522 pavarde522       6.15          6
vardas523 pavarde523       6.83          4
vardas525 pavarde525       9.39          8
vardas526 pavarde526       8.08          8
vardas527 pavarde527       9.02          7
vardas528 pavarde528        7.8          7
vardas529 pavarde529       6.96          5
vardas530 pavarde530       6.19          5
vardas531 pavarde531       6.04          4
vardas533 pavarde533       6.76          8
vardas535 pavarde535       6.39          5
vardas536 pavarde536       6.28          6
vardas537 pavarde537       8.86          9
vardas538 pavarde538       8.37          7
vardas539 pavarde539       7.27          6
vardas540 pavarde540       6.65          5
vardas541 pavarde541       6.93          5
vardas542 pavarde542       6.19          4
vardas543 pavarde543       9.24          8
vardas544 pavarde544       8.45          6
vardas545 pavarde545       8.29          7
vardas546 pavarde546       7.06          5
vardas547 pavarde547       7.01          5
vardas548 pavarde548        7.4          7
vardas549 pavarde549       8.08          6
vardas550 pavarde550       6.42          4
vardas552 pavarde552       6.58          6
vardas553 pavarde553       8.12          8
vardas554 pavarde554       7.42          7
vardas555 pavarde555       8.88         10
vardas556 pavarde556       9.58          9
vardas557 pavarde557       6.92          4
vardas558 pavarde558       8.78          8
vardas559 pavarde559       7.76          7
vardas560 pavarde560       6.95          6
vardas561 pavarde561       8.59          7
vardas562 pavarde562       6.52          5
vardas563 pavarde563        7.3          5
vardas565 pavarde565       6.93          6
vardas566 pavarde566       7.19          5
vardas568 pavarde568       9.13         10
vardas569 pavarde569       7.43          7
vardas570 pavarde570       6.29          6
vardas571 pavarde571       6.66          4
vardas572 pavarde572       7.33          6
vardas573 pavarde573       9.07          9
vardas574 pavarde574       9.81          9
vardas575 pavarde575       9.96          9
vardas576 pavarde576       6.79          5
vardas577 pavarde577       6.76          7
vardas578 pavarde578       7.15          7
vardas579 pavarde579       7.43          6
vardas582 pavarde582       6.64          6
vardas583 pavarde583       9.93          9
vardas584 pavarde584       6.99          2
vardas585 pavarde585        6.2          5
vardas586 pavarde586       7.44          6
vardas587 pavarde587       6.89          5
vardas588 pavarde588       6.78          6
vardas589 pavarde589       6.76          5
vardas591 pavarde591       9.11          8
vardas592 pavarde592       6.02          3
vardas593 pavarde593        8.6          7
vardas594 pavarde594       7.12          6
vardas595 pavarde595       7.82          7
vardas596 pavarde596       7.76          6
vardas597 pavarde597       8.35          7
vardas598 pavarde598       7.27          4
vardas599 pavarde599       7.65          7
vardas600 pavarde600       7.93          7
vardas601 pavarde601       7.99          8
vardas602 pavarde602        7.6          7
vardas603 pavarde603       8.72          7
vardas604 pavarde604       9.14          7
vardas605 pavarde605       9.03          8
vardas606 pavarde606       7.01          5
vardas607 pavarde607        7.8          7
vardas608 pavarde608       7.56          6
vardas609 pavarde609       7.51          8
vardas610 pavarde610        6.3          4
vardas611 pavarde611       6.66          5
vardas612 pavarde612       9.13          8
vardas613 pavarde613       7.43          4
vardas614 pavarde614       7.29          6
vardas615 pavarde615       8.06          6
vardas616 pavarde616       6.21          4
vardas618 pavarde618       7.73          9
vardas619 pavarde619       7.35          8
vardas621 pavarde621       8.09          7
vardas622 pavarde622       8.62          8
vardas624 pavarde624       6.58          6
vardas625 pavarde625       8.72          7
vardas626 pavarde626       6.14          5
vardas627 pavarde627       6.63          6
vardas628 pavarde628       8.33          6
vardas629 pavarde629       6.67          5
vardas630 pavarde630       9.93          9
vardas631 pavarde631       7.39          7
vardas632 pavarde632       7.08          6
vardas633 pavarde633       8.02          8
vardas634 pavarde634        7.4          7
vardas635 pavarde635       7.08          4
vardas637 pavarde637       6.36          7
vardas641 pavarde641       6.91          5
vardas644 pavarde644       6.31          6
vardas645 pavarde645       7.26          7
vardas650 pavarde650       8.19          8
vardas651 pavarde651       6.44          4
vardas653 pavarde653       7.34          6
vardas654 pavarde654       7.47          6
vardas656 pavarde656       8.14          7
vardas657 pavarde657       8.63          8
vardas658 pavarde658       8.53          7
vardas659 pavarde659       6.11          4
vardas662 pavarde662       6.51          5
vardas667 pavarde667        6.8          5
vardas669 pavarde669       6.99          7
vardas670 pavarde670        6.2          6
vardas672 pavarde672       8.77         10
vardas673 pavarde673       7.75          6
vardas675 pavarde675       6.39          6
vardas676 pavarde676       6.08          3
vardas677 pavarde677       8.82          9
vardas678 pavarde678       6.56          5
vardas679 pavarde679       7.31          5
vardas680 pavarde680       8.66          8
vardas682 pavarde682       6.39          4
vardas683 pavarde683       7.48          7
vardas685 pavarde685       6.02          5
vardas686 pavarde686        7.8          7
vardas687 pavarde687       6.16          4
vardas688 pavarde688       6.03          4
vardas689 pavarde689       7.01          6
vardas690 pavarde690        9.4          9
vardas691 pavarde691       7.48          7
vardas695 pavarde695       6.92          8
vardas696 pavarde696       8.58          9
vardas697 pavarde697       7.52          6
vardas698 pavarde698        6.1          5
vardas700 pavarde700       8.28          7
vardas701 pavarde701       8.26          8
vardas702 pavarde702       7.85          6
vardas703 pavarde703       7.57          6
vardas704 pavarde704       7.71          8
vardas705 pavarde705       6.94          6
vardas706 pavarde706       8.19          9
vardas707 pavarde707       6.84          5
vardas708 pavarde708       7.57          6
vardas710 pavarde710        8.1          8
vardas711 pavarde711       7.62          5
vardas712 pavarde712       9.52          8
vardas713 pavarde713        6.9          4
vardas717 pavarde717          9          8
vardas719 pavarde719          7          6
vardas720 pavarde720          7          5
vardas721 pavarde721        7.6          6
vardas725 pavarde725       7.18          7
vardas726 pavarde726       6.64          6
vardas729 pavarde729       6.12          4
vardas730 pavarde730       7.02          5
vardas733 pavarde733       8.84         10
vardas734 pavarde734       9.97          9
vardas735 pavarde735       6.19          3
vardas736 pavarde736       7.64          8
vardas739 pavarde739       7.63          6
vardas741 pavarde741       6.39          6
vardas742 pavarde742       8.68          8
vardas743 pavarde743       8.54          6
vardas745 pavarde745       6.54          8
vardas747 pavarde747       7.14          6
vardas749 pavarde749       6.69          5
vardas750 pavarde750       8.14          8
vardas751 pavarde751       10.2          9
vardas752 pavarde752       7.65          6
vardas756 pavarde756       7.36          6
vardas757 pavarde757       6.87          5
vardas759 pavarde759       9.47         10
vardas760 pavarde760       8.69          6
vardas763 pavarde763       8.17          7
vardas764 pavarde764       8.03          7
vardas766 pavarde766       6.24          5
vardas769 pavarde769       7.15          5
vardas770 pavarde770       6.63          5
vardas771 pavarde771       7.13          6
vardas772 pavarde772       6.63          5
vardas773 pavarde773       6.93          5
vardas774 pavarde774       7.59          7
vardas775 pavarde775       8.32          7
vardas776 pavarde776       7.86          7
vardas779 pavarde779       6.85          5
vardas780 pavarde780       8.17          8
vardas781 pavarde781       7.83          7
vardas782 pavarde782       6.97          6
vardas783 pavarde783       6.79          5
vardas786 pavarde786       7.15          7
vardas787 pavarde787       8.83          9
vardas788 pavarde788       6.97          5
vardas789 pavarde789       7.39          5
vardas790 pavarde790       6.48          4
vardas791 pavarde791        6.7          4
vardas792 pavarde792       6.94          7
vardas794 pavarde794       7.32          6
vardas795 pavarde795       7.06          5
vardas797 pavarde797       9.32          8
vardas798 pavarde798       8.66          7
vardas800 pavarde800       8.19          7
vardas801 pavarde801       7.44          5
vardas802 pavarde802       7.29          5
vardas803 pavarde803       8.46          7
vardas804 pavarde804       7.49          7
vardas805 pavarde805        8.1          7
vardas806 pavarde806       6.82          6
vardas807 pavarde807       6.56          4
vardas808 pavarde808       8.51          8
vardas809 pavarde809        6.5          5
vardas810 pavarde810        7.5          7
vardas811 pavarde811        6.1          3
vardas812 pavarde812       6.82          5
vardas816 pavarde816       8.83          9
vardas819 pavarde819          7          6
vardas820 pavarde820        6.2          5
vardas823 pavarde823       6.77          6
vardas824 pavarde824       7.15          6
vardas825 pavarde825       6.83          5
vardas826 pavarde826       6.77          6
vardas827 pavarde827       6.55          6
vardas830 pavarde830       7.06          6
vardas831 pavarde831       6.41          3
vardas835 pavarde835       6.86          7
vardas838 pavarde838       6.58          5
vardas839 pavarde839       6.32          5
vardas842 pavarde842       7.11          5
vardas846 pavarde846       6.09          5
vardas847 pavarde847       7.42          7
vardas848 pavarde848       7.08          6
vardas849 pavarde849       8.62          9
vardas851 pavarde851       6.06          5
vardas852 pavarde852       8.81         10
vardas854 pavarde854       6.23          6
vardas855 pavarde855       6.25          4
vardas856 pavarde856       7.45          6
vardas857 pavarde857       6.89          5
vardas860 pavarde860          7          8
vardas863 pavarde863       6.65          4
vardas864 pavarde864       6.73          5
vardas865 pavarde865       7.55          6
vardas866 pavarde866       8.31          8
vardas869 pavarde869       6.09          5
vardas870 pavarde870       6.62          6
vardas875 pavarde875       8.52          9
vardas876 pavarde876        9.3          8
vardas878 pavarde878       7.77          8
vardas880 pavarde880       7.35          8
vardas885 pavarde885       6.59          6
vardas887 pavarde887        6.9          6
vardas888 pavarde888       8.78          8
vardas889 pavarde889       7.76          7
vardas890 pavarde890       7.55          5
vardas891 pavarde891       7.71          7
vardas892 pavarde892       7.54          6
vardas893 pavarde893       8.91          8
vardas894 pavarde894       7.38          7
vardas895 pavarde895       6.08          4
vardas896 pavarde896       6.02          4
vardas897 pavarde897        7.4          7
vardas898 pavarde898       9.08          8
vardas899 pavarde899       9.42          9
vardas900 pavarde900       7.28          6
vardas902 pavarde902       7.09          7
vardas903 pavarde903       8.42          8
vardas904 pavarde904       7.68          6
vardas905 pavarde905       6.94          4
vardas906 pavarde906       7.59          5
vardas907 pavarde907       9.52          8
vardas908 pavarde908        8.3          6
vardas909 pavarde909       7.26          6
vardas910 pavarde910       9.25         10
vardas911 pavarde911       8.85          6
vardas912 pavarde912       6.97          4
vardas913 pavarde913       6.59          5
vardas914 pavarde914       8.32          8
vardas915 pavarde915       7.86          8
vardas916 pavarde916       6.17          5
vardas917 pavarde917       7.83          8
vardas919 pavarde919       6.23          5
vardas920 pavarde920       7.45          6
vardas921 pavarde921       6.49          4
vardas922 pavarde922        6.3          6
vardas924 pavarde924       7.97          6
vardas925 pavarde925       7.59          5
vardas926 pavarde926       7.12          5
vardas927 pavarde927       6.42          5
vardas928 pavarde928       6.68          6
vardas929 pavarde929       7.34          5
vardas931 pavarde931       6.53          5
vardas933 pavarde933        7.5          7
vardas934 pavarde934        6.9          4
vardas935 pavarde935       7.38          8
vardas938 pavarde938       6.97          6
vardas939 pavarde939       8.99          9
vardas940 pavarde940        7.4          5
vardas945 pavarde945       6.11          4
vardas949 pavarde949       6.53          5
vardas950 pavarde950       8.31          8
vardas951 pavarde951       6.66          5
vardas953 pavarde953       8.15          7
vardas954 pavarde954       7.43          5
vardas956 pavarde956       6.22          6
vardas957 pavarde957       6.84          4
vardas958 pavarde958       7.37          6
vardas959 pavarde959       7.07          5
vardas961 pavarde961        7.8          7
vardas962 pavarde962       6.16          4
vardas963 pavarde963       6.03          2
vardas964 pavarde964       6.41          5
vardas965 pavarde965       7.88          9
vardas966 pavarde966       9.38         10
vardas967 pavarde967       9.68          8
vardas968 pavarde968       7.94          7
vardas969 pavarde969       7.99          5
vardas972 pavarde972       6.06          6
vardas973 pavarde973       7.21          5
vardas976 pavarde976       7.75          8
vardas977 pavarde977       6.95          6
vardas981 pavarde981        6.7          5
vardas982 pavarde982       6.74          6
vardas983 pavarde983       6.15          3
vardas984 pavarde984       7.03          6
vardas985 pavarde985       8.41          8
vardas986 pavarde986       9.08          8
vardas987 pavarde987       9.22          7
vardas988 pavarde988       7.84          7
vardas989 pavarde989       6.37          4
vardas990 pavarde990       6.67          5
vardas991 pavarde991       8.33          8
vardas992 pavarde992       8.07          6
vardas993 pavarde993       8.81          8
vardas994 pavarde994       8.36          8
vardas995 pavarde995       8.27          6
vardas996 pavarde996       7.65          6
vardas997 pavarde997       7.33          5
vardas998 pavarde998       6.47          3
vardas999 pavarde999       7.09          5
vardas1000pavarde1000       8.82          7
