Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas2886pavarde2886       5.74          3
vardas2887pavarde2887       4.55          2
vardas2888pavarde2888       3.11          1
vardas2903pavarde2903       4.84          2
vardas2907pavarde2907        5.5          3
vardas2908pavarde2908        5.5          3
vardas2909pavarde2909        4.9          3
vardas2915pavarde2915       5.19          2
vardas2917pavarde2917       5.85          5
vardas2918pavarde2918       5.57          3
vardas2919pavarde2919       5.71          4
vardas2924pavarde2924       5.68          5
vardas2925pavarde2925       5.94          3
vardas2931pavarde2931       5.81          4
vardas2934pavarde2934       4.89          3
vardas2936pavarde2936       5.16          2
vardas2938pavarde2938       5.45          2
vardas2939pavarde2939       5.89          5
vardas2940pavarde2940       3.18          2
vardas2941pavarde2941       5.44          4
vardas2943pavarde2943        5.7          4
vardas2946pavarde2946       5.27          2
vardas2947pavarde2947       4.45          3
vardas2954pavarde2954       5.91          4
vardas2958pavarde2958       4.98          3
vardas2961pavarde2961       5.54          3
vardas2962pavarde2962       5.91          5
vardas2963pavarde2963       5.18          3
vardas2964pavarde2964       4.64          3
vardas2971pavarde2971       4.49          3
vardas2973pavarde2973       5.22          3
vardas2978pavarde2978       5.07          4
vardas2982pavarde2982       5.37          4
vardas2983pavarde2983       4.27          4
vardas2989pavarde2989        5.9          4
vardas2994pavarde2994       5.79          4
vardas2995pavarde2995       5.76          5
vardas2997pavarde2997       5.71          6
vardas3004pavarde3004       5.19          1
vardas3007pavarde3007       5.91          4
vardas3011pavarde3011       5.81          4
vardas3017pavarde3017       5.73          3
vardas3020pavarde3020       5.12          3
vardas3022pavarde3022       4.84          4
vardas3026pavarde3026       5.46          4
vardas3031pavarde3031        5.3          5
vardas3032pavarde3032       5.26          4
vardas3033pavarde3033       3.65          3
vardas3035pavarde3035       4.87          3
vardas3036pavarde3036       5.97          5
vardas3041pavarde3041       4.52          2
vardas3047pavarde3047       5.45          2
vardas3055pavarde3055       5.88          5
vardas3059pavarde3059        4.4          1
vardas3062pavarde3062       4.82          2
vardas3064pavarde3064       5.63          4
vardas3066pavarde3066       5.19          3
vardas3071pavarde3071       5.61          4
vardas3072pavarde3072       5.72          6
vardas3073pavarde3073       5.74          4
vardas3076pavarde3076       5.99          4
vardas3081pavarde3081       5.11          4
vardas3089pavarde3089       5.26          3
vardas3097pavarde3097       5.71          3
vardas3100pavarde3100       5.54          3
vardas3101pavarde3101       5.51          3
vardas3103pavarde3103       4.66          2
vardas3106pavarde3106       5.21          3
vardas3110pavarde3110       4.53          3
vardas3111pavarde3111       4.91          5
vardas3113pavarde3113       4.76          3
vardas3114pavarde3114       5.75          4
vardas3119pavarde3119       5.78          4
vardas3124pavarde3124        4.6          3
vardas3125pavarde3125       5.52          4
vardas3126pavarde3126        5.5          5
vardas3129pavarde3129        5.8          4
vardas3130pavarde3130       5.56          3
vardas3131pavarde3131       4.31          1
vardas3136pavarde3136       5.55          3
vardas3137pavarde3137       5.71          4
vardas3138pavarde3138       3.94          3
vardas3156pavarde3156       4.68          2
vardas3161pavarde3161       5.62          5
vardas3162pavarde3162       5.72          6
vardas3164pavarde3164       5.03          4
vardas3176pavarde3176       5.63          3
vardas3177pavarde3177       4.33          3
vardas3178pavarde3178       5.87          4
vardas3179pavarde3179       4.97          3
vardas3180pavarde3180       4.99          4
vardas3184pavarde3184       4.99          2
vardas3186pavarde3186       5.68          4
vardas3192pavarde3192       5.81          6
vardas3203pavarde3203       4.63          3
vardas3207pavarde3207       5.37          3
vardas3218pavarde3218       5.63          3
vardas3220pavarde3220       5.23          4
vardas3221pavarde3221       4.45          2
vardas3233pavarde3233       5.24          5
vardas3234pavarde3234       5.85          5
vardas3239pavarde3239       5.07          3
vardas3240pavarde3240       5.81          6
vardas3242pavarde3242       3.71          2
vardas3243pavarde3243       4.94          5
vardas3245pavarde3245       4.64          4
vardas3248pavarde3248       5.19          3
vardas3253pavarde3253       4.49          3
vardas3254pavarde3254        5.5          3
vardas3255pavarde3255        5.5          4
vardas3256pavarde3256        4.3          3
vardas3257pavarde3257       5.66          3
vardas3260pavarde3260       3.64          2
vardas3261pavarde3261       4.93          2
vardas3264pavarde3264        3.7          2
vardas3267pavarde3267       4.45          2
vardas3268pavarde3268       5.49          3
vardas3283pavarde3283       4.67          3
vardas3287pavarde3287       5.91          4
vardas3288pavarde3288       4.18          3
vardas3292pavarde3292        5.1          3
vardas3293pavarde3293       4.42          4
vardas3298pavarde3298       4.95          3
vardas3299pavarde3299       4.39          4
vardas3300pavarde3300       5.68          4
vardas3303pavarde3303       5.62          2
vardas3304pavarde3304       5.72          3
vardas3308pavarde3308       5.15          4
vardas3311pavarde3311       5.46          3
vardas3312pavarde3312       4.89          4
vardas3320pavarde3320       4.81          3
vardas3322pavarde3322       5.95          3
vardas3324pavarde3324       4.08          3
vardas3325pavarde3325       5.62          3
vardas3326pavarde3326       5.92          4
vardas3329pavarde3329       5.63          4
vardas3330pavarde3330       4.73          2
vardas3346pavarde3346        5.6          4
vardas3355pavarde3355       5.92          5
vardas3359pavarde3359       5.46          3
vardas3367pavarde3367       5.13          1
vardas3369pavarde3369       4.41          2
vardas3372pavarde3372       5.92          5
vardas3373pavarde3373       5.38          4
vardas3374pavarde3374       5.68          5
vardas3377pavarde3377        4.3          2
vardas3378pavarde3378       4.26          2
vardas3388pavarde3388       5.43          4
vardas3389pavarde3389       5.49          3
vardas3390pavarde3390        4.7          1
vardas3401pavarde3401       5.24          5
vardas3416pavarde3416       5.98          4
vardas3417pavarde3417          4          1
vardas3421pavarde3421       5.84          4
vardas3422pavarde3422       4.77          4
vardas3428pavarde3428       5.96          3
vardas3433pavarde3433       4.81          2
vardas3434pavarde3434       4.96          3
vardas3437pavarde3437       5.22          2
vardas3438pavarde3438       5.84          5
vardas3441pavarde3441       5.98          3
vardas3449pavarde3449       5.01          2
vardas3450pavarde3450        4.8          5
vardas3451pavarde3451       5.76          5
vardas3452pavarde3452       4.35          2
vardas3473pavarde3473       5.03          2
vardas3479pavarde3479       5.82          4
vardas3481pavarde3481       5.95          5
vardas3482pavarde3482       4.99          3
vardas3483pavarde3483        5.2          4
vardas3490pavarde3490        5.4          5
vardas3498pavarde3498       5.25          3
vardas3502pavarde3502       4.57          3
vardas3504pavarde3504        5.7          5
vardas3505pavarde3505       5.34          4
vardas3508pavarde3508       5.73          4
vardas3509pavarde3509       3.95          3
vardas3513pavarde3513       4.73          2
vardas3517pavarde3517        5.2          2
vardas3518pavarde3518       5.24          3
vardas3520pavarde3520       5.21          4
vardas3522pavarde3522       4.85          3
vardas3523pavarde3523       4.77          4
vardas3524pavarde3524       3.75          3
vardas3525pavarde3525       4.95          3
vardas3528pavarde3528       5.77          3
vardas3529pavarde3529       5.55          4
vardas3532pavarde3532        5.8          3
vardas3534pavarde3534       5.23          5
vardas3537pavarde3537       5.39          5
vardas3538pavarde3538       5.68          3
vardas3541pavarde3541       5.43          3
vardas3543pavarde3543       5.94          4
vardas3553pavarde3553       5.34          3
vardas3554pavarde3554       5.67          3
vardas3556pavarde3556       5.43          3
vardas3557pavarde3557       4.89          2
vardas3559pavarde3559       5.16          4
vardas3560pavarde3560       5.63          5
vardas3561pavarde3561       5.93          3
vardas3562pavarde3562       5.99          3
vardas3564pavarde3564       3.96          2
vardas3565pavarde3565       4.99          4
vardas3566pavarde3566        4.6          3
vardas3568pavarde3568       5.26          6
vardas3571pavarde3571        4.6          2
vardas3572pavarde3572       4.92          4
vardas3573pavarde3573       5.18          3
vardas3574pavarde3574       5.84          4
vardas3576pavarde3576       5.51          4
vardas3581pavarde3581       5.62          5
vardas3582pavarde3582       4.52          4
vardas3583pavarde3583        5.1          4
vardas3587pavarde3587       5.65          2
vardas3588pavarde3588       5.73          5
vardas3590pavarde3590       5.07          4
vardas3593pavarde3593       5.57          2
vardas3611pavarde3611       5.02          2
vardas3612pavarde3612        5.2          4
vardas3615pavarde3615       5.03          2
vardas3626pavarde3626       5.97          5
vardas3627pavarde3627       5.39          5
vardas3630pavarde3630       5.02          3
vardas3631pavarde3631        5.6          5
vardas3641pavarde3641       5.15          4
vardas3644pavarde3644       4.37          1
vardas3645pavarde3645       5.87          4
vardas3652pavarde3652       4.49          2
vardas3653pavarde3653        5.7          3
vardas3659pavarde3659          5          2
vardas3670pavarde3670       5.63          4
vardas3673pavarde3673       5.88          3
vardas3679pavarde3679       5.81          4
vardas3683pavarde3683        5.5          2
vardas3685pavarde3685       4.54          2
vardas3687pavarde3687        5.9          4
vardas3690pavarde3690       5.34          4
vardas3693pavarde3693       4.77          3
vardas3696pavarde3696       5.91          5
vardas3700pavarde3700       5.84          4
vardas3703pavarde3703       4.09          2
vardas3707pavarde3707       5.12          4
vardas3714pavarde3714       5.67          2
vardas3715pavarde3715       5.93          6
vardas3730pavarde3730       5.72          3
vardas3732pavarde3732       5.23          3
vardas3733pavarde3733       5.85          4
vardas3734pavarde3734       5.57          4
vardas3736pavarde3736        5.5          4
vardas3739pavarde3739       3.94          2
vardas3751pavarde3751       5.59          3
vardas3752pavarde3752       3.92          2
vardas3753pavarde3753       4.38          2
vardas3755pavarde3755       5.66          3
vardas3761pavarde3761       5.68          3
vardas3762pavarde3762       4.54          3
vardas3771pavarde3771       5.27          3
vardas3780pavarde3780        5.5          3
vardas3782pavarde3782       5.46          4
vardas3785pavarde3785        3.4          1
vardas3792pavarde3792       5.15          4
vardas3794pavarde3794       5.81          3
vardas3799pavarde3799       5.31          3
vardas3801pavarde3801       5.13          3
vardas3803pavarde3803       5.81          4
vardas3804pavarde3804       4.96          3
vardas3821pavarde3821       4.76          2
vardas3822pavarde3822       5.75          5
vardas3823pavarde3823       5.95          4
vardas3829pavarde3829       4.78          2
vardas3835pavarde3835       5.79          2
vardas3845pavarde3845       4.73          1
vardas3848pavarde3848       5.01          4
vardas3851pavarde3851        4.9          4
vardas3854pavarde3854       4.52          4
vardas3858pavarde3858       3.81          1
vardas3859pavarde3859       5.76          2
vardas3862pavarde3862       3.54          1
vardas3868pavarde3868       3.59          1
vardas3869pavarde3869       5.32          2
vardas3874pavarde3874       5.84          4
vardas3875pavarde3875       3.37          2
vardas3879pavarde3879       3.64          2
vardas3880pavarde3880       5.53          4
vardas3886pavarde3886       5.59          4
vardas3887pavarde3887       3.92          1
vardas3899pavarde3899       5.73          3
vardas3900pavarde3900       5.75          3
vardas3901pavarde3901       4.15          2
vardas3903pavarde3903       5.21          3
vardas3915pavarde3915       5.45          3
vardas3916pavarde3916       4.69          3
vardas3920pavarde3920       5.83          5
vardas3927pavarde3927       5.92          4
vardas3939pavarde3939       4.71          3
vardas3946pavarde3946       5.87          4
vardas3952pavarde3952        4.2          3
vardas3959pavarde3959       5.44          4
vardas3964pavarde3964        5.6          3
vardas3970pavarde3970       5.33          4
vardas3971pavarde3971       5.47          4
vardas3973pavarde3973       4.54          2
vardas3974pavarde3974       4.11          3
vardas3981pavarde3981       4.83          2
vardas3990pavarde3990        5.7          3
vardas3991pavarde3991       5.54          5
vardas3995pavarde3995       5.42          3
vardas4003pavarde4003       5.35          3
vardas4006pavarde4006       5.33          3
vardas4008pavarde4008       5.13          2
vardas4010pavarde4010       5.81          5
vardas4016pavarde4016        5.7          3
vardas4025pavarde4025       5.69          4
vardas4026pavarde4026       5.74          2
vardas4029pavarde4029        5.7          3
vardas4036pavarde4036       5.84          5
vardas4038pavarde4038       5.35          2
vardas4041pavarde4041       4.68          3
vardas4042pavarde4042       5.74          4
vardas4053pavarde4053       5.36          4
vardas4056pavarde4056       4.39          1
vardas4062pavarde4062       5.19          2
vardas4065pavarde4065       5.46          4
vardas4066pavarde4066       5.89          6
vardas4071pavarde4071       3.66          2
vardas4078pavarde4078       5.42          2
vardas4079pavarde4079       3.88          2
vardas4083pavarde4083       5.42          4
vardas4085pavarde4085       4.94          1
vardas4086pavarde4086       5.39          5
vardas4088pavarde4088       5.26          2
vardas4091pavarde4091          4          2
vardas4094pavarde4094       5.69          4
vardas4097pavarde4097       5.97          3
vardas4098pavarde4098       5.99          5
vardas4100pavarde4100       5.08          5
vardas4101pavarde4101       5.62          5
vardas4118pavarde4118       4.85          4
vardas4119pavarde4119       5.97          5
vardas4133pavarde4133       5.25          4
vardas4134pavarde4134       5.25          5
vardas4137pavarde4137       4.93          2
vardas4143pavarde4143       4.07          2
vardas4145pavarde4145       5.68          2
vardas4150pavarde4150       5.26          3
vardas4157pavarde4157        4.5          3
vardas4164pavarde4164       5.91          6
vardas4175pavarde4175       5.96          4
vardas4176pavarde4176       5.99          4
vardas4180pavarde4180       5.15          2
vardas4194pavarde4194        5.6          4
vardas4195pavarde4195       4.92          4
vardas4203pavarde4203        5.7          3
vardas4213pavarde4213       5.59          4
vardas4214pavarde4214       4.52          4
vardas4215pavarde4215        5.1          5
vardas4222pavarde4222       4.63          3
vardas4223pavarde4223       5.13          3
vardas4228pavarde4228       5.83          5
vardas4245pavarde4245        5.9          4
vardas4247pavarde4247       5.88          4
vardas4248pavarde4248       5.58          5
vardas4249pavarde4249       5.32          4
vardas4250pavarde4250       4.86          3
vardas4251pavarde4251       5.77          4
vardas4252pavarde4252       5.75          3
vardas4255pavarde4255       4.26          2
vardas4258pavarde4258       5.57          4
vardas4259pavarde4259       3.91          3
vardas4261pavarde4261       3.64          2
vardas4262pavarde4262       4.13          2
vardas4267pavarde4267       4.68          3
vardas4271pavarde4271       5.72          5
vardas4272pavarde4272       5.94          3
vardas4276pavarde4276       4.19          2
vardas4292pavarde4292        4.3          3
vardas4293pavarde4293       5.46          3
vardas4294pavarde4294       5.29          6
vardas4300pavarde4300       5.99          5
vardas4301pavarde4301          4          2
vardas4302pavarde4302          6          6
vardas4308pavarde4308       3.69          2
vardas4311pavarde4311       5.17          3
vardas4316pavarde4316       5.72          5
vardas4324pavarde4324       5.65          2
vardas4330pavarde4330       4.42          2
vardas4331pavarde4331       3.68          2
vardas4335pavarde4335        4.5          3
vardas4336pavarde4336        5.5          4
vardas4337pavarde4337        3.9          3
vardas4344pavarde4344       4.86          3
vardas4347pavarde4347       5.08          4
vardas4353pavarde4353       5.61          4
vardas4354pavarde4354       5.72          5
vardas4358pavarde4358       5.23          2
vardas4360pavarde4360       5.33          4
vardas4367pavarde4367       5.68          4
vardas4368pavarde4368       4.94          4
vardas4370pavarde4370       5.64          3
vardas4373pavarde4373       5.29          4
vardas4375pavarde4375       5.33          3
vardas4376pavarde4376       5.27          5
vardas4381pavarde4381        5.7          5
vardas4394pavarde4394       5.64          4
vardas4398pavarde4398       5.02          3
vardas4401pavarde4401        5.7          4
vardas4405pavarde4405       5.26          4
vardas4407pavarde4407       5.13          3
vardas4409pavarde4409       5.53          4
vardas4415pavarde4415       4.58          1
vardas4416pavarde4416       4.12          3
vardas4419pavarde4419        4.5          2
vardas4420pavarde4420        5.5          5
vardas4422pavarde4422       5.66          3
vardas4425pavarde4425       5.54          3
vardas4431pavarde4431       5.76          2
vardas4432pavarde4432       5.75          5
vardas4435pavarde4435       5.26          4
vardas4444pavarde4444       5.61          4
vardas4445pavarde4445       5.92          4
vardas4455pavarde4455        5.9          5
vardas4457pavarde4457       5.12          4
vardas4459pavarde4459       5.48          3
vardas4462pavarde4462       3.88          2
vardas4463pavarde4463       4.58          3
vardas4467pavarde4467       5.85          5
vardas4468pavarde4468       5.37          5
vardas4483pavarde4483       4.48          2
vardas4485pavarde4485       5.14          4
vardas4491pavarde4491       5.01          3
vardas4492pavarde4492        4.6          4
vardas4499pavarde4499       5.86          2
vardas4501pavarde4501       5.75          5
vardas4502pavarde4502       5.55          2
vardas4511pavarde4511       5.61          4
vardas4517pavarde4517       4.59          2
vardas4526pavarde4526       5.93          5
vardas4530pavarde4530       4.49          3
vardas4531pavarde4531        4.3          4
vardas4532pavarde4532       4.66          5
vardas4533pavarde4533       5.53          4
vardas4535pavarde4535       5.58          2
vardas4536pavarde4536       5.92          2
vardas4538pavarde4538          5          4
vardas4546pavarde4546        5.1          4
vardas4552pavarde4552       3.72          2
vardas4563pavarde4563       5.22          4
vardas4566pavarde4566       5.02          4
vardas4575pavarde4575       5.77          3
vardas4581pavarde4581       5.37          4
vardas4586pavarde4586       5.94          4
vardas4590pavarde4590       5.66          5
vardas4592pavarde4592       4.23          2
vardas4595pavarde4595       4.92          2
vardas4596pavarde4596       5.78          4
vardas4606pavarde4606       4.68          2
vardas4611pavarde4611       5.61          2
vardas4617pavarde4617       5.54          2
vardas4618pavarde4618       5.71          2
vardas4619pavarde4619       5.94          5
vardas4621pavarde4621        4.4          2
vardas4622pavarde4622       5.88          5
vardas4623pavarde4623       5.78          4
vardas4630pavarde4630       4.52          2
vardas4634pavarde4634       5.95          4
vardas4637pavarde4637       5.63          3
vardas4638pavarde4638       5.93          5
vardas4639pavarde4639       5.19          4
vardas4640pavarde4640       5.64          3
vardas4641pavarde4641       5.53          4
vardas4645pavarde4645       5.81          5
vardas4647pavarde4647       5.31          2
vardas4649pavarde4649       5.41          3
vardas4651pavarde4651       5.66          3
vardas4652pavarde4652       5.73          5
vardas4653pavarde4653       5.15          4
vardas4672pavarde4672       4.36          2
vardas4686pavarde4686       5.49          2
vardas4689pavarde4689       5.08          3
vardas4691pavarde4691       4.48          2
vardas4692pavarde4692        5.5          5
vardas4700pavarde4700       5.87          4
vardas4704pavarde4704       5.88          5
vardas4709pavarde4709       5.62          4
vardas4714pavarde4714       4.88          4
vardas4715pavarde4715       4.78          3
vardas4719pavarde4719       5.17          3
vardas4723pavarde4723       5.41          3
vardas4727pavarde4727       4.46          4
vardas4730pavarde4730       5.24          3
vardas4731pavarde4731       4.05          2
vardas4736pavarde4736       5.27          4
vardas4737pavarde4737       5.45          4
vardas4753pavarde4753       5.86          1
vardas4755pavarde4755       5.91          3
vardas4769pavarde4769       4.85          3
vardas4770pavarde4770       4.37          2
vardas4771pavarde4771       4.07          2
vardas4772pavarde4772       5.21          5
vardas4777pavarde4777       4.43          2
vardas4778pavarde4778       4.29          3
vardas4779pavarde4779       5.06          4
vardas4786pavarde4786        5.9          4
vardas4787pavarde4787       5.38          3
vardas4789pavarde4789       5.02          3
vardas4791pavarde4791       5.36          4
vardas4797pavarde4797       5.19          4
vardas4798pavarde4798       5.44          4
vardas4799pavarde4799       3.89          2
vardas4803pavarde4803       5.57          3
vardas4804pavarde4804       5.51          3
vardas4809pavarde4809       5.46          3
vardas4813pavarde4813       3.98          1
vardas4815pavarde4815        4.6          3
vardas4818pavarde4818       5.58          3
vardas4820pavarde4820       5.02          3
vardas4823pavarde4823       5.53          4
vardas4825pavarde4825       5.26          2
vardas4826pavarde4826       5.25          5
vardas4829pavarde4829        5.6          3
vardas4832pavarde4832       5.95          4
vardas4833pavarde4833       5.39          4
vardas4839pavarde4839        5.6          4
vardas4842pavarde4842       4.76          3
vardas4843pavarde4843       4.95          3
vardas4853pavarde4853       5.95          4
vardas4854pavarde4854       5.79          4
vardas4860pavarde4860       5.62          3
vardas4863pavarde4863       4.72          2
vardas4866pavarde4866       4.45          2
vardas4867pavarde4867       5.69          5
vardas4870pavarde4870       5.22          3
vardas4873pavarde4873       4.55          3
vardas4874pavarde4874       5.51          4
vardas4886pavarde4886       4.69          2
vardas4887pavarde4887       5.34          4
vardas4900pavarde4900       4.27          2
vardas4905pavarde4905       3.53          2
vardas4906pavarde4906       5.91          5
vardas4908pavarde4908       5.84          4
vardas4910pavarde4910       5.23          3
vardas4915pavarde4915        5.5          3
vardas4916pavarde4916        5.9          6
vardas4926pavarde4926       5.82          3
vardas4931pavarde4931       5.76          4
vardas4935pavarde4935       5.55          3
vardas4936pavarde4936       5.71          3
vardas4947pavarde4947       5.94          5
vardas4948pavarde4948       5.79          4
vardas4949pavarde4949       5.56          5
vardas4950pavarde4950       5.71          5
vardas4953pavarde4953       5.51          3
vardas4957pavarde4957       5.96          4
vardas4960pavarde4960       5.92          4
vardas4961pavarde4961       5.58          5
vardas4962pavarde4962       5.12          4
vardas4965pavarde4965       5.27          2
vardas4966pavarde4966       5.65          4
vardas4967pavarde4967       5.53          5
vardas4968pavarde4968       5.11          2
vardas4972pavarde4972       5.06          3
vardas4975pavarde4975        4.7          2
vardas4976pavarde4976       4.54          4
vardas4990pavarde4990       5.12          3
vardas4992pavarde4992       5.16          2
vardas4997pavarde4997       5.77          4
vardas5001pavarde5001       5.17          3
vardas5004pavarde5004       5.41          2
vardas5011pavarde5011        5.6          3
vardas5013pavarde5013       5.18          2
vardas5015pavarde5015       4.81          3
vardas5021pavarde5021        5.1          3
vardas5022pavarde5022       5.42          5
vardas5025pavarde5025       5.88          4
vardas5029pavarde5029       4.55          3
vardas5030pavarde5030       5.71          4
vardas5031pavarde5031       5.34          4
vardas5032pavarde5032       4.47          3
vardas5035pavarde5035       5.98          4
vardas5043pavarde5043       5.96          2
vardas5045pavarde5045       5.48          3
vardas5046pavarde5046        4.9          3
vardas5049pavarde5049       3.94          2
vardas5050pavarde5050       4.59          4
vardas5051pavarde5051       5.92          5
vardas5056pavarde5056       5.59          2
vardas5057pavarde5057       5.92          4
vardas5058pavarde5058       5.58          5
vardas5060pavarde5060       5.66          4
vardas5061pavarde5061       5.13          3
vardas5062pavarde5062       3.63          2
vardas5063pavarde5063       3.53          2
vardas5064pavarde5064       5.31          4
vardas5065pavarde5065       5.86          4
vardas5068pavarde5068       5.01          2
vardas5069pavarde5069        4.2          4
vardas5071pavarde5071       5.25          2
vardas5075pavarde5075       3.84          2
vardas5076pavarde5076       5.77          6
vardas5084pavarde5084       5.45          2
vardas5097pavarde5097       5.58          4
vardas5103pavarde5103       4.46          2
vardas5108pavarde5108       5.67          5
vardas5109pavarde5109       5.73          3
vardas5111pavarde5111       5.99          4
vardas5118pavarde5118       5.97          3
vardas5120pavarde5120        5.8          4
vardas5123pavarde5123       5.06          5
vardas5124pavarde5124       5.21          4
vardas5141pavarde5141       5.82          4
vardas5149pavarde5149       5.53          3
vardas5151pavarde5151        4.5          2
vardas5167pavarde5167       5.24          3
vardas5169pavarde5169       4.97          3
vardas5171pavarde5171       5.52          3
vardas5175pavarde5175       5.69          3
vardas5188pavarde5188       5.67          2
vardas5189pavarde5189       3.13          2
vardas5190pavarde5190       3.03          2
vardas5191pavarde5191       3.41          3
vardas5192pavarde5192       5.48          6
vardas5195pavarde5195       5.85          4
vardas5199pavarde5199       5.47          3
vardas5200pavarde5200       4.89          3
vardas5202pavarde5202       4.72          1
vardas5203pavarde5203       5.74          5
vardas5207pavarde5207       5.32          2
vardas5208pavarde5208       5.66          3
vardas5212pavarde5212       5.81          3
vardas5216pavarde5216       4.68          4
vardas5219pavarde5219       5.65          5
vardas5223pavarde5223       5.56          4
vardas5224pavarde5224       5.91          4
vardas5234pavarde5234       4.71          2
vardas5235pavarde5235       5.74          5
vardas5237pavarde5237       5.95          4
vardas5238pavarde5238       5.99          5
vardas5242pavarde5242       4.42          3
vardas5243pavarde5243       5.88          4
vardas5244pavarde5244       4.98          4
vardas5258pavarde5258       5.44          4
vardas5260pavarde5260       4.42          3
vardas5264pavarde5264       5.91          5
vardas5267pavarde5267       5.02          2
vardas5268pavarde5268        5.6          3
vardas5279pavarde5279       4.34          3
vardas5284pavarde5284       4.87          3
vardas5285pavarde5285       5.17          2
vardas5289pavarde5289       4.21          3
vardas5295pavarde5295       5.18          4
vardas5312pavarde5312       4.48          2
vardas5320pavarde5320       4.45          1
vardas5334pavarde5334       5.54          1
vardas5336pavarde5336       5.86          4
vardas5341pavarde5341       5.01          3
vardas5342pavarde5342          5          3
vardas5346pavarde5346       5.43          3
vardas5349pavarde5349       5.74          3
vardas5353pavarde5353       4.55          2
vardas5354pavarde5354       5.31          5
vardas5357pavarde5357       5.43          3
vardas5367pavarde5367       5.69          4
vardas5371pavarde5371       5.25          4
vardas5376pavarde5376       5.14          4
vardas5377pavarde5377       4.83          4
vardas5378pavarde5378       5.97          6
vardas5391pavarde5391       5.91          5
vardas5392pavarde5392       3.18          1
vardas5393pavarde5393       5.04          5
vardas5395pavarde5395       5.64          4
vardas5405pavarde5405       5.65          3
vardas5409pavarde5409       4.93          2
vardas5410pavarde5410       4.39          3
vardas5411pavarde5411       5.48          3
vardas5427pavarde5427       4.33          1
vardas5432pavarde5432       5.37          4
vardas5433pavarde5433       5.67          4
vardas5434pavarde5434       5.73          4
vardas5436pavarde5436       5.87          6
vardas5437pavarde5437       4.17          1
vardas5438pavarde5438       5.03          4
vardas5439pavarde5439       5.61          4
vardas5440pavarde5440       5.92          3
vardas5441pavarde5441       3.98          3
vardas5442pavarde5442        5.6          5
vardas5453pavarde5453       4.66          3
vardas5454pavarde5454       5.13          5
vardas5460pavarde5460       5.21          3
vardas5469pavarde5469       3.14          2
vardas5479pavarde5479        4.9          1
vardas5480pavarde5480       5.78          4
vardas5481pavarde5481       5.96          5
vardas5485pavarde5485       5.49          4
vardas5493pavarde5493        5.1          2
vardas5494pavarde5494       5.22          1
vardas5495pavarde5495       4.64          3
vardas5496pavarde5496       5.53          6
vardas5497pavarde5497       5.91          3
vardas5501pavarde5501       3.96          2
vardas5502pavarde5502       3.99          2
vardas5509pavarde5509       5.32          3
vardas5510pavarde5510       5.06          6
vardas5519pavarde5519       4.17          2
vardas5520pavarde5520       4.83          4
vardas5530pavarde5530       3.96          2
vardas5535pavarde5535       5.79          3
vardas5540pavarde5540       5.83          4
vardas5542pavarde5542       5.75          3
vardas5543pavarde5543       4.55          3
vardas5544pavarde5544       3.91          2
vardas5546pavarde5546       5.92          4
vardas5565pavarde5565       5.91          4
vardas5569pavarde5569       4.66          2
vardas5571pavarde5571       5.67          4
vardas5576pavarde5576       5.89          3
vardas5581pavarde5581       5.39          3
vardas5582pavarde5582       5.88          6
vardas5584pavarde5584       5.48          3
vardas5585pavarde5585        4.5          3
vardas5590pavarde5590       5.52          1
vardas5591pavarde5591        4.5          4
vardas5592pavarde5592        5.5          2
vardas5596pavarde5596       5.71          2
vardas5602pavarde5602       5.56          6
vardas5611pavarde5611       3.46          2
vardas5612pavarde5612       4.69          3
vardas5618pavarde5618       4.54          2
vardas5619pavarde5619       5.31          3
vardas5621pavarde5621       5.29          3
vardas5622pavarde5622       5.06          4
vardas5626pavarde5626       4.47          2
vardas5631pavarde5631       5.26          4
vardas5632pavarde5632       5.65          4
vardas5637pavarde5637       4.56          3
vardas5655pavarde5655       5.75          4
vardas5659pavarde5659       4.29          2
vardas5666pavarde5666       4.21          3
vardas5667pavarde5667       4.24          3
vardas5673pavarde5673       5.41          4
vardas5674pavarde5674       4.28          2
vardas5679pavarde5679       5.07          3
vardas5686pavarde5686       5.35          2
vardas5695pavarde5695       4.95          3
vardas5699pavarde5699        5.1          3
vardas5709pavarde5709        5.8          3
vardas5710pavarde5710       4.96          3
vardas5715pavarde5715        4.4          3
vardas5717pavarde5717       4.46          2
vardas5719pavarde5719        5.7          4
vardas5720pavarde5720       4.54          3
vardas5739pavarde5739       5.69          4
vardas5741pavarde5741       5.07          4
vardas5742pavarde5742       4.81          2
vardas5743pavarde5743       5.56          3
vardas5747pavarde5747       5.96          3
vardas5748pavarde5748       5.79          4
vardas5749pavarde5749       5.16          5
vardas5755pavarde5755       5.63          5
vardas5757pavarde5757       5.47          4
vardas5761pavarde5761        5.4          2
vardas5762pavarde5762       4.88          4
vardas5764pavarde5764       4.96          3
vardas5765pavarde5765       5.39          4
vardas5768pavarde5768       3.99          1
vardas5770pavarde5770       3.56          2
vardas5771pavarde5771       4.71          5
vardas5772pavarde5772       5.94          6
vardas5774pavarde5774       4.96          3
vardas5776pavarde5776        5.6          5
vardas5777pavarde5777       5.32          4
vardas5783pavarde5783       5.64          3
vardas5784pavarde5784       5.93          5
vardas5785pavarde5785       5.59          3
vardas5787pavarde5787        4.3          2
vardas5790pavarde5790       4.62          3
vardas5800pavarde5800       5.44          3
